Description,Rating
"analysis engineer (entry-level, new college grad) quartus engineering san diego, ca  about quartus  quartus engineering incorporated (www. quartus. com) is a leading provider of advanced computer-aided engineering (cae) services and integrated hardware solutions for a wide range of clients and industries. we are a recognized leader in simulation-driven engineering services and custom development of highly-engineered systems. we leverage our engineering analysis capabilities with design, prototype, integration and test capabilities to create advanced solutions for our clients.   what will you do?  as an analysis engineer you will perform analysis-driven design thru building structural, thermal, and fluids models, running simulations, performing optimization and redesign, correlating simulations to match testing, and delivering results to our customers. we perform analysis and testing of a wide variety of linear and non-linear systems ranging from aircraft and spacecraft to optical systems and consumer products. you will gain exposure to an array of leading commercial simulation software such as nastran, abaqus, ansys, hypermesh, femap, thermal desktop, and star-ccm+.   essential job functions: generate finite element models (fems), thermal models, and/or cfd models verify that parts and systems are adequately designed for requirements and environments assist in redesign and optimization of areas not meeting load & environment requirements generate custom codes to speed, improve, or expand analysis workflow and capabilities perform pre-test analyses and model correlation present findings and recommendations to the project team, company or customer document work using microsoft word or powerpoint   what is an example project? our analysis engineers performed aeroelastic flutter analysis on the stratolaunch airplane as well as fe modeling and composite stress analysis of nearly all parts of the airplane. as an entry-level analysis engineer, you would contribute to this project by building and maintaining finite element models (fem) and computing stress margins, joint margins, strength ratios, acceleration loads, flutter stability margins, etc.   who is right for the job?  projects will vary, but your fascination with and appetite to conquer new challenges will be a constant. we hire resourceful individuals with a passion for learning and an ability to apply engineering principles and techniques to solve a variety of problems.   what are we looking for? bs or ms (typically in mechanical, aerospace, structural, or similar engineering field) some training in finite element analysis (fea) us person (us citizen or us permanent resident) preferred - experience with femap, hypermesh, nastran, abaqus, ansys, matlab, python   quartus is an equal opportunity employer and we are committed to employing a diverse workforce, including, but not limited to, minorities, women, individuals with disabilities, and protected veterans. quartus provides comprehensive benefits including competitive salary, discretionary performance-based bonus, employee stock ownership plan, medical, dental, vision, and 401k plan with company match.",-1
"systems engineer infosmart systems inc collegeville, pa  qualification:ms+2 or bs+5 in cs/ee or related degree  experience:exp. to include oracle 10g, datastage, sql, and db2.  job loc: collegeville, pa.",1
"construction office engineer (north bay area) psomas walnut creek, ca 94598  construction office engineer (north bay area) our north county bay area team has opportunities for experienced construction office engineers throughout the napa, sonoma and marin counties. qualified applicants must have demonstrated experience working on caltrans roadway/highway projects and posses understanding of caltrans standards and specifications. your role: as an office engineer, you will support the resident engineer in all aspects of office construction engineering work. responsibilities: setting up and maintaining project files writing construction change orders processing documents and progress payments monitor prevailing wage laws and regulations monitor and enforce labor compliance other duties as required required qualifications: minimum two (2) years' experience in caltrans construction office or related public works projects excellent verbal and written communication skills working knowledge of ms office suite experience with caltrans standards, specification and construction manual  why psomas our culture is built on the foundation of social sustainability practices. we embrace this responsibility through our one psomas philosophy and programs that support diversity, learning and mentorship, giving back and health and safety. we support the continuous learning and development of our employees, while providing flexibility to meet your wellness needs. we offer competitive compensation and benefits including: comprehensive employer paid benefits health, dental, vision, through kaiser, cigna, and vsp fsa life insurance long/short term disability career paths training and development tuition/professional licensing assistance employee stock ownership plan 401(k) pto and paid holidays discretionary performance bonus we are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, sexual orientation, gender identity, or any other characteristic protected by law.",1
"hybrid engineer amptek bedford, ma 01730  amptek is looking for a strong hybrid manufacturing engineer to work in our bedford, ma facility. candidate must be a self-starter and able to work in an aggressive, fast-paced, and flexible environment.  reporting structure  reports to the director of manufacturing  job responsibilities  the job responsibilities include, but are not limited to:  design, develop, and troubleshoot complex hybrid circuits, using a multidisciplinary approach - this will involve broad engineering expertise; including mechanical, electrical, systems, and process design investigate and effectively resolve critical production issues maintain the hybrid manufacturing equipment such as wire bonders, welders etc. interface with customer and supplier quality and engineering contacts participate on root cause / corrective action teams to address critical quality, design, and process issues compile and evaluate test data, prepare technical analysis, develop and release manufacturing methods and processes required to meet design objectives on new or improved products/processes able to work collaboratively with technicians support component level, sub-system and system level sourcing and testing for performance, reliability and durability required education, knowledge, skills and experience:  5 – 10 hybrid electronics manufacturing experience required with hybrid assembly processes such as die mounting, wire bonding, and hermetic sealing is required bachelor’s degree in manufacturing, mechanical or electrical engineering or engineering technology is required. additional training & certifications in manufacturing related operations are a plus proficient knowledge of mil-std-883 direct experience with the design and fabrication of fixtures and tooling using cad software (autocad inventor preferred but not required) direct experience with planning assembly operations and writing shop floor routings and work instructions ability to effectively communicate technical information to internal customers prior experience with soldering, welding, and other electro-mechanical assembly operations ability to design and set-up electrical and mechanical test fixtures for testing ability to read and design electrical schematics 3 - 5 years of experience in mems or semiconductor clean room environment experience with the selection and validation of equipment for the manufacture and test of hybrid assemblies",-1
"test engineer - ic design flow - sisw - mg 185682 siemens wilsonville, or  company: sisw - mentor job title: qa test engineer - ic design flow – mg - sisw - 185682 job location: fremont, ca job category: software quality assurance during the current global health crisis, the priority for siemens digital industries software is the health and well-being of our entire community including current and future employees, which may add time to our hiring processes. we appreciate your patience and invite you to visit our website to learn more about how siemens is responding to the pandemic.  mentor, a siemens company, is the longest standing electronic design automation company in the world and over the last 30 years has amassed the finest technology portfolio in the business. our software tools span the full breadth semiconductor and electrical systems solutions including integrated circuit design and verification, pcb design & manufacturing solutions, cable harness tools, and embedded software. job duties: the test engineer will be responsible for the qualification of the design to silicon division's semi-manufacturing products. responsibilities include: responsible for the design, development, and execution of application specific functional and regression tests used to measure the quality, robustness, performance, supportability, and usefulness of these products in our customer's semiconductor manufacturing flows. work closely with the software application developers and product marketing team to help deliver timely product releases that effectively meet our customer's needs. provide all stakeholders with appropriate regression reports in a timely manner. developing all necessary artifacts, scripts, or tools that improve the overall job effectiveness and efficiency.  job qualifications: technical degree in electrical engineering/computer engineering/computer science or equivalent is required. proficiency in unix/linux operating system environments required. knowledge of software quality assurance processes and experience with maintaining regression test suites is highly desirable. the qualified candidate should have a good working knowledge and experience with ic physical design, layout, and verification tools; and ic manufacturing process flows. knowledge of shell scripting and interpreted software languages (perl, tcl/tk, or python) are important skills required to be effective in this job. the candidate must have good written and verbal communication skills self-motivated and able to work independently able to thrive and improve in a multifaceted multi-site fast-paced development environment. the candidate must be able to work at the mgc facilities in fremont, ca. this position may also be located in wilsonville, or. #li-mgrp #li-cf1  all qualified applicants will receive consideration for employment without regard to race, sex, sexual orientation, gender expression or identity, color, religion, national origin, disability or protected veteran status.  organization: digital industries company: mentor graphics corporation experience level: experienced professional job type: full-time  equal employment opportunity statement siemens is an equal opportunity and affirmative action employer encouraging diversity in the workplace. all qualified applicants will receive consideration for employment without regard to their race, color, creed, religion, national origin, citizenship status, ancestry, sex, age, physical or mental disability unrelated to ability, marital status, family responsibilities, pregnancy, genetic information, sexual orientation, gender expression, gender identity, transgender, sex stereotyping, order of protection status, protected veteran or military status, or an unfavorable discharge from military service, and other categories protected by federal, state or local law.  eeo is the law applicants and employees are protected under federal law from discrimination. to learn more, click here.  pay transparency non-discrimination provision siemens follows executive order 11246, including the pay transparency nondiscrimination provision. to learn more, click here.  california privacy notice california residents have the right to receive additional notices about their personal information. to learn more, click here.",-1
"asic verification engineer tvs santa clara, ca  job description we are looking for asic verification engineers with top level dv experience. the candidate will develop test plans, test benches and tests, creating sequencers, drivers, checkers, and monitors in a uvm environment. this includes test plans of complex systems containing multiple state machines and protocol rules. experience with verification methodologies such as uvm/vmm/ovm is required, and a strong understanding of uvm is preferred. candidates are expected to have designed and developed uvm, svtb and have previously composed functional coverage assertions, preferably using system verilog. in addition, the following criteria is compulsory for all candidates:good understanding of socprior work experience with dma on chip memory, verification methodologyprior work experience in functional coverage, constrained random on soc environmentfamiliarity with arm/cpu/gpu/bus/noc/fabric/ clock, rest, boot etc. location santa clara, ca experience 5+ years ( entry level do not apply ) package highly competitive to match experience and capability",1
"precision machine design and mechatronics engineer kla-tencor milpitas, ca 95035  job opening id: 121560 milpitas, ca, united states full-time evergreen company overview calling the adventurers ready to join a company that's pushing the limits of nanotechnology to keep the digital revolution rolling. at kla, we're making technology advancements that are bigger—and tinier—than the world has ever seen.  who are we? we research, develop, and manufacture the world's most advanced inspection and measurement equipment for the semiconductor and nanoelectronics industries. we enable the digital age by pushing the boundaries of technology, creating tools capable of finding defects smaller than a wavelength of visible light. we create smarter processes so that technology leaders can manufacture high-performance chips—the kind in that phone in your pocket, the tablet on your desk and nearly every electronic device you own—faster and better. we're passionate about creating solutions that drive progress and help people do what wouldn't be possible without us. the future is calling. will you answer? responsibilities group / division  with over 40 years of semiconductor process control experience, chipmakers around the globe rely on kla to ensure that their fabs ramp next-generation devices to volume production quickly and cost-effectively. enabling the movement towards advanced chip design, kla's global products group (gpg), which is responsible for creating all of kla’s metrology and inspection products, is looking for the best and the brightest research scientist, software engineers, application development engineers, and senior product technology process engineers.  responsibilities  work with marketing, advanced technology and the program manager to develop systems design requirements for the next generation metrology systems. assist the program manager, with inputs to the program schedules, evaluate skill set requirements and material cost. provide periodic updates to management. participate in establishing a roadmap for next generation mechanical systems.  as a senior mechanical design engineer on our team, you will be responsible for the development of major subassemblies of our next generation wafer inspection tools. including, complete design process, requirements specification, feasibility studies, analysis and fea modeling, conceptual and detailed design, procurement of prototype parts, prototype testing, system integration, and handoff to manufacturing.  this position requires good interpersonal skills to provide clear directions to other engineers working on projects. you would also, provide technical guidance to junior staff and write technical documents.  creative approach to problem solving is indispensable. work with a team of engineers to produce design concepts and apply first principles to determine feasibility. create a team atmosphere that allows multiple point of views to be heard.  qualifications  phd with 5+ years or master’s in mechanical engineering with 10+ years with semiconductor product development experience is desired. good understanding of semi design requirements. excellent communications skill is necessary for this position, written and verbal. precision machine design and mechatronics is necessary for this position. design experience with flexures, piezo actuators, vcms and other components typically used in sub-micron motion. experience with measurement systems such as autocollimators, lvdt, capacitive sensors and accelerometers. good understanding of emi shielding, analog sensors and low voltage signals proficient at finite element analysis for linear static, thermal transient and steady state. some cfd experience a plus. matlab simulink system modeling and data analysis. experimental design, quick turn experiments to retire design risks material selection and manufacturing methods for precision machining. geometric dimensioning and tolerancing methods and proper assignment of references planes. general knowledge of experimental mode shape testing should have analytical skills to consider impact of designs at a system level  minimum qualifications doctorate (academic) with at least 2 years of experience. or master's level degree with at least 4 years of experience. or bachelor's level degree with at least 5 years of experience. equal employment opportunity kla is an equal opportunity employer. applicants will be considered for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability, or any other characteristics protected by applicable law.",1
"r&d scientist/engineer for microfluidics / nanofluidics triton systems, inc. chelmsford, ma 01824  triton systems, a business and technology incubator, offers a challenging and rewarding environment where a diverse field of projects give you invaluable experience in developing new and enabling technologies for many markets. you will have exciting opportunities to work with department of defense agencies as well as new venture startups as you research and develop new ideas that are moved through the commercialization pipeline. we have developed and spunoff a wide range of technology incubated within the company including cancer treatment (www. adurobiotech. com), microsensors and micro-fabricated components (www. sensera. com), flame retardant plastics (www. frxpolymers. com), high strength aluminum composite material (www. fracomp. com), waste water treatment (www. emefcy. com) and many more.  we provide comprehensive benefits, competitive salary and an exciting and creative working environment with advancement and career-building opportunities in a casual and fun atmosphere. applications include acoustics, biosensing, bio and chemical detection, robotics, additive manufacturing. join us as we revolutionize technology.  responsibilities: fabrication of silicon-glass, glass and pdms microfluidic and nanofluidic devices design and development of fully automated microfluidic/nanofluidic platforms modeling with comsol and matlab for microfluidic device simulation performing image and data analysis preparing progress reports reading the relevant publications/literature to stay updated in the field. assisting in writing competitive proposals. maintaining a clean and safe working environment  required qualifications: ph. d. degree in engineering (e. g. bioengineering, chemical engineering, mechanical engineering) or related discipline. several years of postdoctoral experience is a plus demonstrated knowledge and hands-on experience with microfabrication techniques for silicon and glass, including photolithography, thin film deposition of insulators (e. g. silicon dioxide, silicon nitride) and metals (e. g. pecvd, thermal evaporation, e-beam evaporation, etc.), reactive ion etching, wet etching (isotropic and anisotropic) hands-on experience with the fabrication of hybrid integrated silicon microfluidic platform hands-on experience with general microfluidic devices, including pdms-based fabrication by soft lithography demonstrated knowledge and hands-on experience with solidworks for prototype design, and comsol multiphysics and matlab microfluidic device simulation demonstrated knowledge and hands-on experience with automation and control of microfluidic apparatus. labview experience is desired highly experienced with general imaging techniques such as but not limited to live-cell fluorescence total-internal-reflection microscopy, fluorescence confocal imaging experience with data analysis and computational skills including univariate and multivariate statistical analysis, proficient in matlab, java, python, or r demonstrated knowledge and experience in rapid prototyping and 3d printing including bio 3d printing excellent written and oral communication skills, and the ability to work in a dynamic team environment willingness to work outside the established field of expertise possessing a high level of motivation, initiative and sense of urgency  * because of the nature of our business and the information associated with these positions, only permanent residents and u. s. citizens can be considered.*  *** the hired person will directly report the director of disruptive technologies and materials design (dtmd). the person will work with the existing team to support and build on current efforts, and also have the opportunity to participate in the building of new initiatives. come join our success and grow with the strength of these fascinating new technologies. we are looking for individuals with confidence and the right stuff. we offer a competitive salary with full benefits package. triton systems, inc. headquarters is located at 200 turnpike road, chelmsford, ma 01824. we are an equal opportunity employer - m/f/d/veeo. we strongly encourage qualified women and minorities to apply. to apply, please follow the link on our careers page at: http://www. tritonsystems. com/ recruitment-type agencies, at this time, triton systems, is not seeking any outside assistance to find qualified employees.",-1
"structural test engineer - new glenn upper stage blue origin kent, wa 98032  as part of a small, passionate and accomplished team of experts, you will be responsible for research, design, development, and production support for all new glenn structural test activity for various spaceflight systems. you will share in the team’s impact on all aspects of transforming the way rockets are made and operated. candidate should have knowledge of cad tools, excellent written and verbal communications skills, and ability to work in a flexible and dynamic team environment. candidate will be responsible for the design and the operational plan for all of the structural test activities. candidate will also perform various duties including developing designs; investigating design factors such as equipment or part availability, manufacturability, ease of assembly, weight and cost; evaluating vendor designs; developing and maintaining all assembly and test documentation; trouble shooting and correcting anomalies and discrepant hardware. this position will directly impact the history of space exploration and will require your dedicated commitment and detailed attention towards safe and repeatable spaceflight. responsibilities: lead engineer to design and plan all the structural tests. analyze, identify and select hardware (actuators, load lines, hpu, etc.). work with res to determine load cases and test profiles. define test system requirements, write test plans/procedures/reports where needed and assist res with their test plans. assist in tooling/gse design and modeling. act as test engineer/test conductor during execution qualifications: bachelor's degree in mechanical, aeronautical, materials, or similar. engineering from an accredited college. 3+ years of applicable structural testing and/or analysis experience excellent written and verbal communication skills strong interpersonal skills ability to work in a collaborative and team-based environment proficiency in microsoft office software (word, excel, ms project, powerpoint) experience with cad tools such as creo or catia coursework/experience in mechanical design fluency in mechanical modeling and analysis tools, such as nastran, ansys or similar tools must be a u. s. citizen or national, u. s. permanent resident (current green card holder), or lawfully admitted into the u. s. as a refugee or granted asylum desired: aerospace related education/exposure knowledge of mechanical design principles including geometric dimensioning and tolerancing (gd&t) master’s degree in mechanical, aeronautical, materials, or similar. engineering from an accredited college. fluency in mechanical modeling and analysis tools, such as i-deas, creo, or similar tools (hyperworks / hypermesh / staad, ) fundamental understanding of structures and materials additive manufacturing experience hands-on hardware experience blue origin offers a phenomenal work environment and awesome culture with competitive compensation, benefits, 401k, and relocation.   blue origin is an equal opportunity employer . in addition to eeo being the law, it is a policy that is fully consistent with blue's principles. all qualified applicants will receive consideration for employment without regard to status as a protected veteran or a qualified individual with a disability, or other protected status such as race, religion, color, national origin, sex, sexual orientation, gender identity, genetic information, pregnancy or age. blue origin prohibits any form of workplace harassment.",-1
"structural engineer - reinforced concrete design structurepoint skokie, il 60077  to be considered, please send a cover letter with your resume to hr@structurepoint. org structural engineer - reinforced concrete design work in a small dynamic team and be involved in the development, testing, and support of a suite of concrete design software programs for analysis and design of reinforced concrete buildings and structures using aci 318 and csa a23.3 building standards. principal duties work with structurepoint software users to develop analytical models, resolve technical inquiries, explain code provisions for reinforced concrete structures develop validation and verification problems and design examples to support our internal testing, quality assurance and quality control procedures coordinate beta testing of upgraded software with structurepoint software users assist in developing engineering and scientific software procedures for the analysis and design of reinforced concrete structures maintain and update software manuals for technical support, computer programs, website faqs and marketing guides educate engineering and academic institutions in structurepoint programs and features participate in structurepoint engineering projects and consulting services position requirements bs or ms in structural engineering 2+ years of experience in reinforced concrete analysis and design of commercial buildings and structures specific working experience in structural concrete design procedures in accordance with aci and/or csa standards specific working experience in pca/structurepoint software programs, namely spslab and spmats demonstrated presentation and communication skills, including technical writing",1
"rtl design engineer idc tech menlo park, ca  minimum 5-7 years’ experience, fpga/asic rtl design experience. verilog, vhdl, rtl implementation, linting, cdc, synthesis/sta, video codec/processing, h.265"" ""h.264” “hevc""vp9 mp4 mp5. contribute to micro-architecture specification for soc design block. participate in soc chip architecture specification reviews. interact with soc integration, verification and physical design teams and also with ip vendors. handle complete responsibility of an entire block starting from micro-architecture specifications, rtl implementation, linting, cdc, synthesis/sta. job types: full-time, part-timeexperience:asic rtl design: 2 years (required)fpga: 2 years (required)work remotely:temporarily due to covid-19",1
"structural engineer – entry-level coughlin porter lundeen seattle, wa 98104  background coughlin porter lundeen has been in business for over 25 years and continues successful partnerships throughout the puget sound. we pride ourselves on providing a level of service and quality that is unmatched in the region. we work in many market sectors on both public and private building projects. our clients include microsoft, amazon. com, vulcan, boeing, children’s hospital, virginia mason, starbucks, washington state university, and the university of washington. additionally, we are well known for our seismic retrofit work on notable historic and designated landmark buildings in the region. description coughlin porter lundeen is seeking an entry-level structural engineer. the position offers an excellent opportunity to work on diverse project types using a variety of building materials. this position requires sound technical skills and the ability to learn quickly. the right candidate will work side-by-side with project engineers throughout all phases of design and construction, with ample opportunity to learn and advance. responsibilities include assisting with construction documents, technical calculations and construction administration. candidate must be proactive, exhibit excellent communication skills, and work well in a team environment. minimum qualifications bsce or msce degree (msce preferred) eit certificate benefits and compensation this is a full-time, hourly position; compensation will be determined by the candidate’s qualifications. position benefits include medical, dental, vision, life and disability insurance. our firm also offers a transit subsidy (orca pass), as well as paid holidays and paid time off. we offer a generous retirement savings plan which includes company matching and profit sharing contributions, and all employees are eligible for merit bonuses. we are committed to rewarding the hard work and initiative shown by our team members. as our business is founded on excellence in client service, creating careers for our employees – rather than just jobs – is key to maintaining the loyalty of our clients. additional information regarding our workplace and benefits can be found here. please send resume and letter of interest or requests for information to: humanresources@cplinc. com.",-1
"mechanical engineer ii aecom greenwood village, co 80111  aecom is actively seeking a creative, highly talented mechanical hvac designer / engineer ii for immediate employment in the greenwood village, co office. aecom is proud to provide our employees with exciting, challenging projects.  aecom’s buildings + places business line is dedicated to design excellence and an integrated approach to creative problem-solving. with a range of expertise from strategy and design through project realization, the connections we make among people and places provide new insight to better outcomes for clients and communities. better outcomes grow economies, protect natural systems, conserve natural resources, make societies more equitable and connect and engage people through relevant and innovative design solutions. our expertise includes workplace strategy, architecture, interiors, building engineering, economics and development planning, master planning, urban planning, and landscape architecture.  at aecom, our professional purpose to deliver a better world is at the heart of each project we undertake. we are trusted advisors to our clients, bringing the resources needed to build new facilities, improve existing ones, and to create environments that uniquely support the specific requirements of our clients’ business. our teams have worked on signature projects for major commercial, themed entertainment and government clients.  the responsibilities of this position include, but are not limited to, those listed below:  + prepares drawings using computer aided design software including revit and autocad  + assists with the design of building mechanical systems including airside, hydronics, and plumbing  + works with and takes direction from mechanical engineering staff  + performs basic mechanical design calculations and standard computations such as heating/cooling loads, pipe, duct and equipment sizing.  + visits client sites for accurate existing conditions gatherings  + interact and work with diverse set of clients and subcontractors.  minimum requirements  + bachelor’s degree in mechanical engineering with 2+ years of experience or demonstrated equivalency of experience and/or education.  + experience using revit and autocad  preferred qualifications  + passed fundamentals of engineering exam (eit/fe) or professional engineering license (pe) preferred, not required  what we offer  when you join aecom, you become part of a company that is pioneering the future . our teams around the world are involved in some of the most cutting-edge and innovative projects and programs of our time, addressing the big challenges of today and shaping the built environment for generations to come. we ensure a workplace that encourages growth, flexibility and creativity, as well as a company culture that champions inclusion, diversity and overall employee well-being through programs supported by company leadership. our core values define who we are, how we act and what we aspire to, which comes down to not only delivering a better world , but working to “make amazing happen” in each neighborhood, community and city we touch. as an equal opportunity employer, we believe in each person’s potential, and we’ll help you reach yours.",-1
"process development engineer caredx brisbane, ca 94005  headquartered in brisbane, calif., caredx, inc. is a leading precision medicine solutions company focused on the discovery, development and commercialization of clinically differentiated, high-value healthcare solutions for transplant patients and caregivers. caredx offers products, testing services and digital healthcare solutions along the pre- and post-transplant patient journey, and is the leading provider of genomics-based information for transplant patients.  position title: process development engineer  summary of position: caredx is seeking an independent and highly motivated process development engineer to monitor and improve a diverse collection of manufacturing processes. these include the processing of patient samples through the clia-certified laboratory to formulation, qc and filling processes in reagent manufacturing. the successful candidate will understand the criticality of each step of the process and closely monitor the key performance indicators that can improve the critical outgoing metrics. they will work closely with r&d, the clinical lab, process development and manufacturing to ensure new processes are transferred smoothly.  responsibilities: hands on participation in scale-up, process optimization, technology transfer, and equipment/process validation activities, as related to either clinical lab processes and/or reagent manufacturing. will help to develop and qualify robust, high quality, and cost effective processes for production. responsible for process and equipment validation, including developing protocols, execution, and generating reports. will be responsible for participating in cross-functional teams consisting of manufacturing, r&d, quality, automation engineering, informatics and/or supply chain. drive implementation through operations, including setting up infrastructure, production documentation, and training on new processes and equipment. ensure manufacturability of operations as it pertains to the utilization of staffing, facility (layout, etc.), materials, and equipment. work with r&d and automation engineers to establish equipment/instrumentation requirements and specifications. interfaces with vendors on procurement, installation, maintenance, etc. active monitoring of operations through statistical based review of key metrics, including equipment status, assay performance and qc results. track customer complaints and respond as necessary. responsible for ongoing technical support of sustaining operations, including troubleshooting of equipment and process problems. generate various documentation such as process flow diagrams, operating procedures, work instructions, equipment sop’s, validation plans, reports and protocols. conform to requirements for design control. perform design and process risk assessments, such as pfmea. may conduct design reviews. apply working knowledge of lean/six sigma principles in operations, utilizing various tools (vsm, 5s, kaizen, visual controls, etc.) to drive continuous improvement efforts. view processes with an engineering mindset to look at process flow improvements, bottleneck analysis, batch size optimization and efficiency. develop metrics and controls to drive improvements in the areas of cogs, quality, yield, safety/ergonomics, and tat. works independently to make critical decisions relating to production operations, using judgment and drawing on external resources as necessary.  qualifications: bachelor's degree or higher in bioengineering, chemical engineering or related field 3+ years of process development/manufacturing engineering experience in the life sciences, biotech, molecular diagnostic or medical device industry; or master’s degree with a minimum of 1 year of experience; or equivalent combination of education and experience. relevant industry experience in the scale up, transfer and validation of molecular biology based lab processes and reagents highly desirable, including familiarity with the formulation, handling and processing of oligo and enzyme based reagents and principles of biological processes (pcr, sequencing, etc.) background in automation, robotics, lab instrumentation and analytical equipment preferred. strong analytical skills in statistics, time-series analysis, pareto analysis, data visualization, etc. experience working in an clia, iso13485 or cgmp regulated environment, either within the life sciences, medical devices or biopharmaceutical products highly desirable, with strong working knowledge of design control requirements and quality systems. creative thinker, with strong problem solving skills and ability to think outside of the box. experience in the optimization of production processes through the use of lean/six sigma tools and principles, with strong understanding of operational excellence concepts a plus. experienced with the systems used in production environments, such as the laboratory information management systems (lims), and related business systems. solid project management and organizational skills, with great attention to detail. ability to handle multiple projects at once of varying scope and complexity. excellent interpersonal skills, with demonstrated ability to communicate across disciplines and masterfully summarize and present complex topics, as well as influence others across all levels of the organization.  additional details: every individual at caredx has a direct impact on our collective mission to improve the lives of organ transplant patients worldwide. we believe in taking great care of our people, so they take even greater care of our patients. our competitive total rewards package includes: competitive base salary and incentive compensation health and welfare benefits including a gym reimbursement program 401(k) savings plan match employee stock purchase plan pre-tax commuter benefits and more! in addition, we have a living donor employee recovery policy that allows up to 30 days of paid leave annually to a full-time employee who makes the selfless act of donating an organ or bone marrow. with products that are making a difference in the lives of transplant patients today and a promising pipeline for the future, it’s an exciting time to be part of the caredx team. join us in partnering with transplant patients to transform our future together. caredx, inc. is an equal opportunity employer and participate in e-verify program. ******** we do not accept resumes from headhunters, placement agencies, or other suppliers that have not signed a formal agreement with us.",1
"asic verification engineer tvs santa clara, ca  job description we are looking for asic verification engineers with top level dv experience. the candidate will develop test plans, test benches and tests, creating sequencers, drivers, checkers, and monitors in a uvm environment. this includes test plans of complex systems containing multiple state machines and protocol rules. experience with verification methodologies such as uvm/vmm/ovm is required, and a strong understanding of uvm is preferred. candidates are expected to have designed and developed uvm, svtb and have previously composed functional coverage assertions, preferably using system verilog. in addition, the following criteria is compulsory for all candidates:good understanding of socprior work experience with dma on chip memory, verification methodologyprior work experience in functional coverage, constrained random on soc environmentfamiliarity with arm/cpu/gpu/bus/noc/fabric/ clock, rest, boot etc. location santa clara, ca experience 5+ years ( entry level do not apply ) package highly competitive to match experience and capability",1
"process engineer – roll coater advenira enterprises sunnyvale, ca  the person hired for this position will primarily be responsible for the development and upgrades of roll coating processing systems serving the complete range of advenira products. you will be working in multi-disciplinary teams where you will be expected to take a pro-active role on longer-term research programs in support of new processes and products in the areas of optical films, protective films, and other coatings, as well as conducting customers’ demos for existing products. major activity focus will include the development of roll coating processes for flat glass and plastic substrates. a thorough understanding of mechanical analysis, software, and machine design is required along with an ability to document and communicate your research findings. additional job duties will include consulting and teaching others in your area of technical expertise. the job will involve hands-on activities and high-level discussions with r&d scientists.  primary responsibilities (include but are not limited to the following):  perform process development and scale up activities in support of new product developments. conduct experiments on large-scale, automated demo process equipment to evaluate and improve roll coating processes for flat rigid substrates. providing process troubleshooting to coating processes and implementing effective countermeasures. implementing process control plans and driving safety improvements in all coating steps. perform bench top experiments to develop new roll coating methods that enable new products. collaborate with chemists and work with customers and suppliers on product design and material selection to ensure robust manufacturability. manage the design, fabrication and procurement of any required upgrades or new experimental apparatus to aid in the development of new roll coating processes, understanding which in turn will drive profitable business growth for advenira. initiate and build relationships with key vendors and suppliers to ensure requiring precision coating technology support. align and prioritize resources to support the most significant business opportunities. other duties as assigned.  preferred qualifications  familiarity with glass coating methods and ability to transfer it to new applications. ability to apply technical principles and concepts for new applications development. established track record of successful roll coating process development. demonstrated skill set in solving complex product/process issues. evidence of strong, hands on, experimental skills and excellent mechanical aptitude. highly motivated, self-starting and creative problem solvers with excellent oral and written communication skills.",-1
"design engineer - dynamic engineering dynamic engineering consultants, pc newtown, pa 18940  overview: the design engineer is responsible for the due diligence investigations as well as preliminary design and engineering analyses of various types of retail, commercial, industrial and residential site layouts throughout regions where we do business. projects include working with several fortune 500 companies, as well as working with local and regional developers with varying degrees of complexity. responsibilities: review municipal zoning and land development ordinances and applicable agency regulations to determine land development limitations for the property. prepare site investigation and due diligence reports to include the review of ordinances, utility service research, outside agency regulations and site visits to establish comprehensive development guidelines. prepare conceptual site plans. prepare preliminary grading plans and design. design of stormwater management and stormwater conveyance systems, utility systems and soil erosion and sediment control design plans. prepare construction cost estimates. project coordination with client, other consultants and project team for the purpose of preparing a comprehensive site plan application. prepare technical reports including drainage, sanitary sewer and site investigation reports. prepare written correspondence to outside agencies, client, contractor, etc. perform other duties as assigned. qualifications: bachelor’s degree in civil engineering. 2-4 years’ experience in civil site engineering (residential and/or commercial/industrial/office site design and permitting experience). engineer-in-training (eit) preferred. valid driver’s license. ability to maintain and operate personal and/or company vehicle. knowledge, skills and abilities: familiar with the use of autocad to assist in the production of site plan drawings. knowledge of truck and turning & modeling software is a plus. knowledge of the planning and zoning process. knowledge of hydraulic and stormwater design programs. design and drafting capabilities. grading and drainage design skills. experience dealing with regulatory agencies and review professionals. proficient in the use of available mapping websites for due diligence and site investigation purposes. proficient in the use of the following design tools for site engineering: o softdesk/ldd o hydraflow-hydrographs o flow-comp o hydracad o hydraflow – storm sewers o hec-ras o various nomographs o gravity flow – hydraulic analysis, manning’s equation proficient in the use of microsoft software including word, excel, outlook and project. excellent written and oral communication skills. independent and critical thinking abilities. self-starter who can work independently and with team members.",-1
